family,bar_index,p05,p25,p50,p75,p95,observed_median_seed
volatility_breakout,15466,0.438913,0.719194,0.991172,1.354985,2.235585,0.987957
volatility_breakout,15540,0.436110,0.721414,0.989502,1.354280,2.253457,0.992808
volatility_breakout,15614,0.435704,0.720160,0.990447,1.351902,2.256633,1.030544
volatility_breakout,15688,0.435897,0.716617,0.991679,1.354985,2.251179,0.995370
volatility_breakout,15762,0.433215,0.714504,0.990754,1.357471,2.253861,0.992129
volatility_breakout,15836,0.429876,0.715216,0.991573,1.354190,2.276775,1.022768
volatility_breakout,15910,0.429703,0.713352,0.989581,1.355488,2.272366,1.062773
volatility_breakout,15984,0.429726,0.711680,0.987148,1.364300,2.297451,1.065072
volatility_breakout,16058,0.426034,0.713406,0.985533,1.366213,2.283404,1.020249
volatility_breakout,16132,0.423685,0.711330,0.986296,1.366751,2.296187,1.014553
volatility_breakout,16206,0.419744,0.712984,0.983410,1.369060,2.310557,1.035440
volatility_breakout,16280,0.422789,0.712876,0.987725,1.363649,2.317042,1.036553
volatility_breakout,16354,0.422789,0.712095,0.983913,1.365883,2.324601,1.134923
volatility_breakout,16428,0.422160,0.710599,0.987370,1.370552,2.333927,1.178704
volatility_breakout,16502,0.418283,0.710728,0.986787,1.370269,2.335696,1.248636
volatility_breakout,16576,0.414192,0.708322,0.987490,1.370538,2.330750,1.242337
volatility_breakout,16650,0.415364,0.709141,0.987473,1.363707,2.329412,1.229437
volatility_breakout,16724,0.412553,0.708789,0.990345,1.365551,2.329436,1.234149
volatility_breakout,16798,0.411340,0.704499,0.988817,1.372048,2.325470,1.492633
volatility_breakout,16872,0.413478,0.704641,0.987734,1.374106,2.336539,1.462086
volatility_breakout,16946,0.411238,0.704858,0.991108,1.378134,2.349666,1.561549
volatility_breakout,17020,0.412184,0.708447,0.988980,1.374729,2.353273,1.606805
volatility_breakout,17094,0.414608,0.706831,0.992357,1.381049,2.362383,1.693646
volatility_breakout,17168,0.414738,0.706969,0.992199,1.386238,2.360351,1.590396
volatility_breakout,17242,0.414816,0.707659,0.991213,1.388811,2.378587,1.569315
volatility_breakout,17316,0.414086,0.709585,0.987017,1.385339,2.388317,1.457605
volatility_breakout,17390,0.413906,0.706912,0.990157,1.387798,2.390273,1.457605
volatility_breakout,17464,0.411349,0.704197,0.992865,1.388686,2.401021,1.489994
volatility_breakout,17538,0.406086,0.706752,0.993825,1.389758,2.412840,1.492931
volatility_breakout,17612,0.405927,0.706116,0.991306,1.389678,2.417420,1.491137
volatility_breakout,17686,0.401766,0.704685,0.990477,1.393151,2.400966,1.451322
volatility_breakout,17760,0.399653,0.706033,0.988057,1.399379,2.427506,1.416186
volatility_breakout,17834,0.399433,0.703969,0.987644,1.401827,2.438689,1.419928
volatility_breakout,17908,0.397106,0.702198,0.985208,1.398072,2.429887,1.334501
volatility_breakout,17982,0.395805,0.698619,0.982207,1.400411,2.451259,1.375909
volatility_breakout,18056,0.393712,0.698619,0.983743,1.400619,2.451679,1.354437
volatility_breakout,18130,0.393667,0.697376,0.983397,1.405674,2.463016,1.271481
volatility_breakout,18204,0.392847,0.697227,0.982681,1.406093,2.477074,1.259826
volatility_breakout,18278,0.393745,0.695608,0.985235,1.406425,2.491888,1.313076
volatility_breakout,18352,0.394042,0.691685,0.984175,1.405847,2.491042,1.254671
volatility_breakout,18426,0.396872,0.693872,0.987818,1.407884,2.519071,1.212520
volatility_breakout,18500,0.398728,0.694394,0.985629,1.409857,2.505652,1.172837
volatility_breakout,18574,0.395209,0.693828,0.982599,1.410930,2.514122,1.198813
volatility_breakout,18648,0.394422,0.689825,0.985985,1.409868,2.507377,1.200062
volatility_breakout,18722,0.397939,0.690593,0.985350,1.409695,2.531460,1.217652
volatility_breakout,18796,0.397875,0.689945,0.986650,1.409942,2.520232,1.260899
volatility_breakout,18870,0.396714,0.688290,0.986650,1.412785,2.527105,1.247949
volatility_breakout,18944,0.393991,0.687554,0.987290,1.413024,2.487322,1.223531
volatility_breakout,19018,0.391092,0.686102,0.985101,1.412591,2.492306,1.217037
volatility_breakout,19092,0.390755,0.684111,0.981246,1.415808,2.512470,1.246420
volatility_breakout,19166,0.391072,0.683462,0.982915,1.417286,2.508180,1.277322
volatility_breakout,19240,0.389072,0.680580,0.982250,1.417692,2.518060,1.251973
volatility_breakout,19314,0.389091,0.678079,0.981769,1.420869,2.520053,1.235198
volatility_breakout,19388,0.392237,0.677482,0.979887,1.420101,2.522390,1.264912
volatility_breakout,19462,0.390464,0.678418,0.980338,1.424185,2.520251,1.255689
volatility_breakout,19536,0.389045,0.678489,0.982100,1.427083,2.522356,1.255689
volatility_breakout,19610,0.389655,0.677958,0.978975,1.429977,2.542352,1.255689
volatility_breakout,19684,0.389925,0.674468,0.980593,1.430423,2.564245,1.255689
volatility_breakout,19758,0.388261,0.673787,0.979931,1.434676,2.551824,1.255689
volatility_breakout,19832,0.390251,0.674508,0.978704,1.432206,2.562669,1.246035
volatility_breakout,19906,0.386424,0.672996,0.984058,1.437261,2.577921,1.266041
volatility_breakout,19980,0.384882,0.672243,0.980366,1.438689,2.595627,1.265990
volatility_breakout,20054,0.384420,0.670609,0.983695,1.441075,2.586140,1.259486
volatility_breakout,20128,0.384383,0.670932,0.979795,1.437913,2.571331,1.246776
volatility_breakout,20202,0.382552,0.671241,0.976186,1.438260,2.595015,1.239086
volatility_breakout,20276,0.382552,0.668398,0.977637,1.444144,2.588707,1.239086
volatility_breakout,20350,0.378982,0.669563,0.979108,1.435088,2.599314,1.245434
volatility_breakout,20424,0.378059,0.669229,0.979671,1.438341,2.604012,1.223115
volatility_breakout,20498,0.378361,0.666212,0.979716,1.436096,2.621639,1.218549
volatility_breakout,20572,0.376440,0.666955,0.982035,1.438204,2.628910,1.217503
volatility_breakout,20646,0.377217,0.666727,0.979718,1.438204,2.635082,1.235807
volatility_breakout,20720,0.372010,0.668740,0.984173,1.437039,2.635581,1.240075
volatility_breakout,20794,0.371715,0.666286,0.984285,1.440259,2.624824,1.250394
volatility_breakout,20868,0.369117,0.664928,0.981447,1.434556,2.623216,1.251192
volatility_breakout,20942,0.369694,0.664846,0.981324,1.435006,2.643163,1.227206
volatility_breakout,21016,0.369104,0.661127,0.982261,1.433622,2.638518,1.217319
volatility_breakout,21090,0.367920,0.664483,0.979773,1.437451,2.651250,1.221384
volatility_breakout,21164,0.365512,0.661689,0.981610,1.442095,2.655196,1.221384
volatility_breakout,21238,0.364618,0.657795,0.982608,1.446963,2.655175,1.221384
volatility_breakout,21312,0.363262,0.658810,0.986089,1.451996,2.685407,1.221384
volatility_breakout,21386,0.361225,0.658574,0.982788,1.449436,2.685625,1.207948
volatility_breakout,21460,0.362309,0.656392,0.983526,1.447168,2.721672,1.180068
volatility_breakout,21534,0.362098,0.657643,0.979730,1.446752,2.735035,1.180068
volatility_breakout,21608,0.360540,0.657462,0.982958,1.450496,2.747751,1.177976
volatility_breakout,21682,0.360672,0.659184,0.982975,1.457308,2.747751,1.177976
volatility_breakout,21756,0.361494,0.657785,0.979621,1.448836,2.740429,1.177976
volatility_breakout,21830,0.360852,0.659454,0.982590,1.448561,2.772869,1.177976
volatility_breakout,21904,0.355955,0.658607,0.979848,1.452748,2.786968,1.177976
volatility_breakout,21978,0.355771,0.661359,0.983656,1.454460,2.788655,1.177976
volatility_breakout,22052,0.358571,0.658258,0.985378,1.464000,2.769299,1.151638
volatility_breakout,22126,0.356956,0.660357,0.980134,1.466452,2.800471,1.154038
volatility_breakout,22200,0.359178,0.659891,0.975358,1.465570,2.805019,1.148111
volatility_breakout,22274,0.356657,0.658259,0.982965,1.464970,2.796895,1.114327
volatility_breakout,22348,0.353937,0.658302,0.984890,1.471464,2.805918,1.104073
volatility_breakout,22422,0.354859,0.655679,0.982448,1.472910,2.813337,1.122252
volatility_breakout,22496,0.354825,0.655679,0.980027,1.471979,2.807307,1.122252
volatility_breakout,22570,0.350305,0.652787,0.981504,1.472114,2.801846,1.122252
volatility_breakout,22644,0.348220,0.651303,0.984735,1.472412,2.827603,1.122252
volatility_breakout,22718,0.348021,0.651484,0.983643,1.482904,2.831029,1.117084
volatility_breakout,22792,0.347077,0.650798,0.979948,1.486578,2.850564,1.146609
volatility_breakout,22866,0.347061,0.648448,0.981288,1.494832,2.842124,1.161230
volatility_breakout,22940,0.347083,0.647656,0.982229,1.487417,2.859230,1.208645
volatility_breakout,23014,0.347056,0.647875,0.983227,1.493196,2.859765,1.349888
volatility_breakout,23088,0.347161,0.649473,0.982514,1.498283,2.842253,1.356567
volatility_breakout,23162,0.345879,0.650303,0.981450,1.501111,2.844101,1.390387
volatility_breakout,23236,0.345230,0.648769,0.979824,1.498981,2.837437,1.463009
volatility_breakout,23310,0.343803,0.647802,0.982158,1.505869,2.859171,1.445981
volatility_breakout,23384,0.341834,0.648132,0.979824,1.502646,2.860072,1.399344
volatility_breakout,23458,0.343748,0.649608,0.980083,1.500741,2.873824,1.411593
volatility_breakout,23532,0.346214,0.650825,0.981001,1.505121,2.867593,1.369653
volatility_breakout,23606,0.342810,0.647935,0.983469,1.504978,2.881984,1.411293
volatility_breakout,23680,0.337474,0.647529,0.984649,1.503292,2.883563,1.285144
volatility_breakout,23754,0.339320,0.645981,0.981507,1.500122,2.907230,1.293478
volatility_breakout,23828,0.337757,0.645414,0.980262,1.504236,2.911763,1.293478
volatility_breakout,23902,0.337836,0.644937,0.980724,1.498500,2.939783,1.293478
volatility_breakout,23976,0.335253,0.641428,0.980165,1.502538,2.960781,1.293478
volatility_breakout,24050,0.335684,0.641348,0.981467,1.507374,2.976070,1.293478
volatility_breakout,24124,0.332858,0.642348,0.981415,1.512360,2.975560,1.293478
volatility_breakout,24198,0.332714,0.642021,0.981582,1.510261,2.969689,1.324671
volatility_breakout,24272,0.333836,0.641438,0.981614,1.507936,2.977177,1.344039
volatility_breakout,24346,0.333809,0.639089,0.982053,1.511136,2.990160,1.344039
volatility_breakout,24420,0.331048,0.641963,0.981703,1.510361,2.999604,1.362901
volatility_breakout,24494,0.330930,0.637119,0.981447,1.508805,3.004489,1.389062
volatility_breakout,24568,0.332117,0.637339,0.980759,1.509806,3.004489,1.452525
volatility_breakout,24642,0.331048,0.634293,0.975832,1.512262,2.997251,1.420937
volatility_breakout,24716,0.327855,0.632829,0.977883,1.515154,2.998062,1.470661
volatility_breakout,24790,0.329899,0.633033,0.976598,1.513884,3.009702,1.390654
volatility_breakout,24864,0.331588,0.629477,0.978548,1.510486,3.022844,1.471981
volatility_breakout,24938,0.330090,0.631258,0.975143,1.525560,3.034545,1.462741
volatility_breakout,25012,0.326882,0.631645,0.975302,1.524521,3.058297,1.477425
volatility_breakout,25086,0.324759,0.630235,0.974275,1.524439,3.101275,1.450899
volatility_breakout,25160,0.323640,0.632880,0.978403,1.524447,3.124593,1.452292
volatility_breakout,25234,0.321546,0.632324,0.978352,1.528039,3.126292,1.454011
volatility_breakout,25308,0.320466,0.630913,0.979593,1.535686,3.120317,1.454011
volatility_breakout,25382,0.319411,0.628669,0.983418,1.535825,3.114731,1.454011
volatility_breakout,25456,0.319553,0.628637,0.982299,1.534930,3.101954,1.454011
volatility_breakout,25530,0.318164,0.627819,0.978378,1.536243,3.107772,1.398204
volatility_breakout,25604,0.318283,0.629436,0.978909,1.535486,3.094848,1.403774
volatility_breakout,25678,0.319221,0.627144,0.984475,1.534791,3.113787,1.440108
volatility_breakout,25752,0.319570,0.625776,0.980996,1.537824,3.104348,1.399015
volatility_breakout,25826,0.319785,0.622967,0.976563,1.539976,3.153185,1.316248
volatility_breakout,25900,0.319777,0.623551,0.981170,1.537748,3.157147,1.378069
volatility_breakout,25974,0.317516,0.623917,0.981256,1.548182,3.154220,1.373161
volatility_breakout,26048,0.315048,0.622643,0.984657,1.548180,3.145921,1.373161
volatility_breakout,26122,0.312769,0.623763,0.981073,1.554263,3.169928,1.373161
volatility_breakout,26196,0.313256,0.620450,0.982148,1.548469,3.196567,1.373161
volatility_breakout,26270,0.315325,0.621457,0.979719,1.554010,3.177689,1.373161
volatility_breakout,26344,0.314757,0.620149,0.985971,1.548784,3.176546,1.373161
volatility_breakout,26418,0.311944,0.621522,0.983936,1.550232,3.195775,1.373161
volatility_breakout,26492,0.313405,0.625127,0.984186,1.550953,3.206067,1.383737
volatility_breakout,26566,0.311585,0.621031,0.983936,1.553819,3.214935,1.383737
volatility_breakout,26640,0.309500,0.619259,0.984286,1.558041,3.214875,1.376366
volatility_breakout,26714,0.308260,0.617984,0.982523,1.560584,3.214941,1.391606
volatility_breakout,26788,0.307233,0.617502,0.982034,1.559804,3.222174,1.382892
volatility_breakout,26862,0.308535,0.617890,0.983112,1.558406,3.242652,1.247689
volatility_breakout,26936,0.309512,0.613340,0.983276,1.556339,3.242374,1.240272
volatility_breakout,27010,0.307912,0.616127,0.983478,1.559030,3.232784,1.238324
volatility_breakout,27084,0.306127,0.614492,0.981659,1.560477,3.232316,1.203962
volatility_breakout,27158,0.308329,0.615034,0.983418,1.561500,3.275868,1.233639
volatility_breakout,27232,0.309414,0.614843,0.983113,1.566167,3.262403,1.130266
volatility_breakout,27306,0.309616,0.611630,0.980838,1.570914,3.259944,1.113349
volatility_breakout,27380,0.305935,0.607927,0.984519,1.570577,3.301069,1.136080
volatility_breakout,27454,0.306268,0.609278,0.984350,1.560108,3.326237,1.118072
volatility_breakout,27528,0.303974,0.612109,0.984541,1.561426,3.327806,1.087973
volatility_breakout,27602,0.304648,0.610446,0.984919,1.565041,3.328186,1.062110
volatility_breakout,27676,0.304431,0.611885,0.982040,1.562594,3.338596,1.049916
volatility_breakout,27750,0.306364,0.610948,0.981268,1.568928,3.351819,1.102363
volatility_breakout,27824,0.306462,0.613646,0.982287,1.569024,3.345449,1.102562
volatility_breakout,27898,0.305394,0.611870,0.981956,1.579215,3.351513,1.138091
volatility_breakout,27972,0.305428,0.608684,0.983091,1.583209,3.400647,1.092308
volatility_breakout,28046,0.302547,0.608157,0.980128,1.581463,3.373430,1.065068
volatility_breakout,28120,0.304342,0.608011,0.984067,1.578292,3.393802,1.090008
volatility_breakout,28194,0.303937,0.606289,0.982873,1.578811,3.404211,1.090008
volatility_breakout,28268,0.301098,0.607429,0.979070,1.581178,3.407579,1.090008
volatility_breakout,28342,0.302260,0.603750,0.974709,1.575942,3.406907,1.090008
volatility_breakout,28416,0.303942,0.603676,0.971879,1.581484,3.406890,1.090008
volatility_breakout,28490,0.304296,0.606865,0.974160,1.577228,3.399810,1.090008
volatility_breakout,28564,0.303446,0.604928,0.974274,1.584399,3.384938,1.086087
volatility_breakout,28638,0.301703,0.601534,0.974549,1.585807,3.391410,1.086087
volatility_breakout,28712,0.300806,0.600980,0.973576,1.591500,3.412037,1.074866
volatility_breakout,28786,0.301376,0.605258,0.973263,1.590902,3.416688,1.075786
volatility_breakout,28860,0.301219,0.603442,0.973455,1.588618,3.437697,1.076450
volatility_breakout,28934,0.301334,0.601388,0.972241,1.587573,3.416824,1.076450
volatility_breakout,29008,0.301937,0.601213,0.971795,1.591944,3.432741,1.076450
volatility_breakout,29082,0.299888,0.599404,0.971378,1.591871,3.437266,1.076450
volatility_breakout,29156,0.300663,0.601213,0.968317,1.592958,3.426851,1.076450
volatility_breakout,29230,0.301701,0.601001,0.969401,1.589080,3.412376,1.076450
volatility_breakout,29304,0.300037,0.601646,0.969527,1.594547,3.418951,1.076450
volatility_breakout,29378,0.299666,0.599453,0.968111,1.593062,3.446827,1.076450
volatility_breakout,29452,0.299380,0.598326,0.968597,1.596565,3.470214,1.071969
volatility_breakout,29526,0.298165,0.596947,0.970174,1.596784,3.472904,1.084360
volatility_breakout,29600,0.298873,0.596922,0.970201,1.596565,3.502555,1.084360
volatility_breakout,29674,0.297648,0.597067,0.965243,1.594285,3.513662,1.084360
volatility_breakout,29748,0.295080,0.594861,0.965409,1.596758,3.518099,1.084360
volatility_breakout,29822,0.294173,0.594710,0.961573,1.599912,3.511661,1.084360
volatility_breakout,29896,0.292052,0.593231,0.960635,1.601550,3.493791,1.084360
volatility_breakout,29970,0.291753,0.595320,0.960274,1.599013,3.541910,1.084360
volatility_breakout,30044,0.290557,0.594302,0.960316,1.600128,3.519523,1.084360
volatility_breakout,30118,0.290649,0.593010,0.961015,1.609671,3.553210,1.084360
volatility_breakout,30192,0.289289,0.592360,0.961482,1.609212,3.565590,1.084360
volatility_breakout,30266,0.289469,0.592720,0.959740,1.617373,3.560358,1.084360
volatility_breakout,30340,0.286893,0.591378,0.957686,1.616480,3.553320,1.084360
volatility_breakout,30414,0.287293,0.592247,0.958392,1.613360,3.574948,1.084360
volatility_breakout,30488,0.286889,0.592966,0.957993,1.613000,3.616658,1.084360
volatility_breakout,30562,0.285383,0.591297,0.958659,1.614769,3.602066,1.094479
volatility_breakout,30636,0.286403,0.592616,0.959642,1.612685,3.621271,1.084190
volatility_breakout,30710,0.286031,0.592609,0.958876,1.610997,3.623735,1.084190
volatility_breakout,30784,0.284494,0.591676,0.958701,1.618841,3.623608,1.084190
volatility_breakout,30858,0.284503,0.590678,0.964043,1.613750,3.662348,1.084190
volatility_breakout,30932,0.282456,0.590812,0.964536,1.617385,3.670440,1.084190
volatility_breakout,31006,0.284074,0.590809,0.967699,1.625767,3.699723,1.092090
volatility_breakout,31080,0.283347,0.592744,0.967075,1.625176,3.706937,1.092090
volatility_breakout,31154,0.282936,0.593685,0.963284,1.621542,3.711500,1.102319
volatility_breakout,31228,0.280063,0.592474,0.962721,1.623588,3.705041,1.102319
volatility_breakout,31302,0.280063,0.590162,0.965856,1.630135,3.681724,1.102319
volatility_breakout,31376,0.279385,0.590763,0.965197,1.626042,3.695721,1.102319
volatility_breakout,31450,0.277253,0.590162,0.965651,1.625162,3.659194,1.097676
volatility_breakout,31524,0.278487,0.587042,0.963191,1.626544,3.697957,1.089264
volatility_breakout,31598,0.276139,0.586782,0.963833,1.623678,3.699120,1.082551
volatility_breakout,31672,0.278156,0.586466,0.964373,1.622794,3.730069,1.082551
volatility_breakout,31746,0.274188,0.582389,0.963833,1.629215,3.724072,1.082551
volatility_breakout,31820,0.273395,0.583158,0.961650,1.637871,3.734845,1.080332
volatility_breakout,31894,0.271530,0.583152,0.964805,1.646081,3.738053,1.080332
volatility_breakout,31968,0.268565,0.581838,0.963640,1.636124,3.751138,1.084405
volatility_breakout,32042,0.269385,0.581215,0.964052,1.640798,3.739986,1.084405
volatility_breakout,32116,0.268395,0.579983,0.962161,1.644499,3.727952,1.084405
volatility_breakout,32190,0.266898,0.580420,0.961178,1.645436,3.740467,1.081285
volatility_breakout,32264,0.266395,0.581216,0.960836,1.644567,3.779186,1.081285
volatility_breakout,32338,0.265696,0.580360,0.962895,1.640784,3.737278,1.073851
